"num","team","epa_rank","total_epa","norm_epa","unitless_epa","auto_epa","teleop_epa","endgame_epa","rp_1_epa","rp_2_epa","next_event_key","next_event_name","next_event_week","record","winrate"
"2458","Team Chaos","1771","23.6","1484","1489","7","11.6","4.9","-0.11","0.1","N/A","N/A","N/A","9-16-1","0.365"
"5256","Atomics","1772","23.6","1484","1489","2.6","14.9","6.1","-0.06","0.15","N/A","N/A","N/A","12-15-0","0.444"
"2145","HAZMATS","1773","23.6","1484","1489","9.6","7","7","-0.13","0.36","N/A","N/A","N/A","11-18-0","0.379"
"31","Prime Movers","1774","23.6","1484","1489","7.8","11.4","4.4","0.01","0.05","N/A","N/A","N/A","9-15-0","0.375"
"4511","Power Amplified","1775","23.6","1484","1489","6.9","9.2","7.4","-0.15","0.18","N/A","N/A","N/A","6-4-0","0.600"
"5878","The Great Lakers","1776","23.6","1484","1489","5","10.5","8","-0.18","0.3","N/A","N/A","N/A","7-17-0","0.292"
"6175","EVW Mystery Machine","1777","23.5","1483","1489","7.2","11.6","4.7","-0.15","0.04","N/A","N/A","N/A","7-4-0","0.636"
"4546","Shockwave","1778","23.5","1483","1489","5.5","9.9","8.1","0.01","0.28","N/A","N/A","N/A","11-15-0","0.423"
"9099","ANKAROB","1779","23.5","1483","1489","8.4","10.7","4.4","-0.08","0.11","N/A","N/A","N/A","3-7-0","0.300"
"8839","Shoshone Robotics","1780","23.5","1483","1488","5.4","12.7","5.5","0.01","-0.01","N/A","N/A","N/A","3-8-0","0.273"
"9139","Reserve Robotics","1781","23.5","1483","1488","8","8.2","7.3","-0.13","0.3","N/A","N/A","N/A","1-9-0","0.100"
"8732","Trinity Force","1782","23.5","1483","1488","7.6","9.1","6.8","0.09","0.28","N/A","N/A","N/A","11-19-0","0.367"
"8041","Lake City Ultrabots","1783","23.5","1483","1488","7.4","8.9","7.2","-0.19","0.08","N/A","N/A","N/A","16-13-0","0.552"
"5136","MechaPirates","1784","23.5","1483","1488","10.2","6.5","6.7","-0.06","0.3","N/A","N/A","N/A","3-6-0","0.333"
"97","Bionic Beef","1785","23.5","1483","1488","5.8","11.2","6.4","0.15","0.13","N/A","N/A","N/A","8-18-0","0.308"
"7036","The RoarBots","1786","23.4","1483","1488","7","9.7","6.8","-0.09","0.2","N/A","N/A","N/A","2-8-0","0.200"
"9135","STEAMSur","1787","23.4","1483","1488","8.1","9.1","6.6","-0.04","0.19","N/A","N/A","N/A","10-11-1","0.477"
"3835","Vulcan","1788","23.4","1483","1488","8.4","10.1","4.9","-0.14","0.15","N/A","N/A","N/A","10-17-0","0.370"
"7127","LongMetal","1789","23.4","1483","1488","9.7","10.2","3.6","-0.21","-0.02","N/A","N/A","N/A","10-14-0","0.417"
"4674","RoboJacks","1790","23.4","1483","1487","8.5","11.1","3.8","0.02","0.06","N/A","N/A","N/A","4-6-0","0.400"
"6079","JET SET","1791","23.4","1483","1487","4.6","10.8","8","-0.18","0.2","N/A","N/A","N/A","15-16-0","0.484"
"3544","Spartiates","1792","23.4","1482","1487","7.8","11.3","4.3","-0.15","0.19","N/A","N/A","N/A","5-6-0","0.455"
"4904","Bot-Provoking","1793","23.4","1482","1487","8.3","11.1","4.1","-0.07","0.04","N/A","N/A","N/A","4-14-1","0.237"
"6621","6621- Artemis Robotics","1794","23.4","1482","1487","7.6","11.6","4.2","-0.11","0.11","N/A","N/A","N/A","8-11-0","0.421"
"188","Blizzard","1795","23.4","1482","1487","10","8","5.5","-0.02","0.11","N/A","N/A","N/A","10-19-0","0.345"
"3985","Sonic Howl","1796","23.4","1482","1487","6.2","9.6","7.5","-0.16","0.28","N/A","N/A","N/A","5-8-0","0.385"
"4455","The Burger Bots","1797","23.4","1482","1487","8.7","8.1","6.7","0.01","0.12","N/A","N/A","N/A","5-9-1","0.367"
"8349","Newbotics","1798","23.4","1482","1487","7.4","9.4","6.7","-0.08","0.29","N/A","N/A","N/A","16-25-1","0.393"
"4182","Viking Robotics","1799","23.4","1482","1487","3","13.7","6.6","-0.15","0.24","N/A","N/A","N/A","5-4-0","0.556"
"6875","Amazon Warriors  -  Build A...","1800","23.4","1482","1487","9.3","8.8","5.3","0.03","0.16","N/A","N/A","N/A","11-16-0","0.407"
"7323","TriTron","1801","23.3","1482","1487","5.2","9.5","8.7","-0.06","0.4","N/A","N/A","N/A","4-7-0","0.364"
"8711","The Midnight Ostrich Runners","1802","23.3","1482","1487","9.6","12.7","1.6","-0.14","-0.13","N/A","N/A","N/A","7-26-0","0.212"
"4855","Ramageddon","1803","23.3","1482","1487","7.8","9.5","6.1","-0.17","0.25","N/A","N/A","N/A","14-17-0","0.452"
"8173","Brighton College Gear Zero","1804","23.3","1482","1487","9.9","5.9","7.5","-0.15","0.18","N/A","N/A","N/A","7-6-0","0.538"
"9199","SESI SENAI SHARKS","1805","23.3","1482","1486","6.3","9.6","7.5","-0.15","0.03","N/A","N/A","N/A","9-5-0","0.643"
"6411","Gravediggers","1806","23.3","1482","1486","7.2","11","5","0.02","0.3","N/A","N/A","N/A","13-12-0","0.520"
"4835","Junkyard Dawgs","1807","23.2","1481","1486","6.8","11.9","4.5","-0.18","0.03","N/A","N/A","N/A","13-19-0","0.406"
"1165","Team Paradise","1808","23.2","1481","1486","10.2","9.3","4.5","-0.07","0.13","N/A","N/A","N/A","23-18-0","0.561"
"6918","Napa Cellar Rats","1809","23.2","1481","1486","5.6","10.2","7.5","-0.01","0.31","N/A","N/A","N/A","9-17-0","0.346"
"8624","The Bots Who Say "Ni!"","1810","23.2","1481","1486","6.7","10.7","5.8","-0.05","0.21","N/A","N/A","N/A","5-5-0","0.500"
"3543","C4 Robotics","1811","23.2","1481","1486","6.5","10.5","6.3","-0.18","0.25","N/A","N/A","N/A","8-18-0","0.308"
"3843","ROBO RACERS","1812","23.2","1481","1486","4.9","12.5","5.8","-0.07","0.21","N/A","N/A","N/A","3-7-0","0.300"
"8424","Tractor Technicians Next Gen","1813","23.2","1481","1486","8.8","5.6","8.8","-0.2","0.37","N/A","N/A","N/A","7-18-0","0.280"
"4091","DRIFT","1814","23.2","1481","1486","6.7","12","4.8","-0.12","0.1","N/A","N/A","N/A","9-11-0","0.450"
"1554","Oceanside Kraken","1815","23.2","1481","1486","7.5","11.3","4.3","-0.02","0.14","N/A","N/A","N/A","3-7-0","0.300"
"5150","Hybrid Hornets","1816","23.2","1481","1485","4.7","11.5","7","-0.06","0.17","N/A","N/A","N/A","10-16-1","0.389"
"7425","Green Valley Robotics","1817","23.2","1481","1485","6.8","10.1","6.2","-0.05","0.06","N/A","N/A","N/A","4-8-0","0.333"
"6300","Northwood School Robotics","1818","23.1","1481","1485","5.7","12.5","5","-0.2","0.2","N/A","N/A","N/A","6-13-0","0.316"
"5298","E-TECH CHARGERS","1819","23.1","1481","1485","7.2","9.4","6.5","-0.06","0.13","N/A","N/A","N/A","11-11-0","0.500"
"5588","Reign Robotics","1820","23.1","1481","1485","6.4","9.3","7.5","-0.19","0.29","N/A","N/A","N/A","9-17-0","0.346"
"9080","ENIGMA","1821","23.1","1481","1485","4.1","14.3","4.8","0.11","0.06","N/A","N/A","N/A","16-23-0","0.410"
"4401","CETMOV - Peñoles","1822","23.1","1481","1485","2.7","12.6","7.8","-0.16","0.06","N/A","N/A","N/A","9-5-0","0.643"
"7256","Irish Robotics","1823","23.1","1481","1485","5.9","10.6","6.5","0.01","0.15","N/A","N/A","N/A","9-15-0","0.375"
"1374","Amped Up","1824","23.1","1480","1485","7.8","8.5","6.8","-0.03","0.2","N/A","N/A","N/A","21-21-0","0.500"
"5494","Bizarbots Robotics","1825","23.1","1480","1485","9.7","9","4.5","-0.22","0.02","N/A","N/A","N/A","12-17-0","0.414"
"6087","Cybertronic Lancers","1826","23.1","1480","1485","7","12.2","4","-0.03","0.06","N/A","N/A","N/A","11-13-0","0.458"
"2016","Mighty Monkey Wrenches","1827","23.1","1480","1485","6","10.8","6.4","-0.17","0.2","N/A","N/A","N/A","8-19-1","0.304"
"7018","EOLOTICS - Peñoles","1828","23.1","1480","1485","7.9","12","3.4","0","0","N/A","N/A","N/A","7-14-0","0.333"
"3826","Sequim Robotics Federation ...","1829","23","1480","1484","5.8","9.8","7.5","0.07","0.21","N/A","N/A","N/A","14-16-0","0.467"
"4107","Team Storm","1830","23","1480","1484","7.8","10","5.1","-0.14","-0.09","N/A","N/A","N/A","11-20-1","0.359"
"3824","HVA RoHAWKtics","1831","23","1480","1484","5.9","9.5","7.6","-0.16","0.31","N/A","N/A","N/A","13-15-0","0.464"
"6532","TechnoPaths","1832","23","1480","1484","8.2","10.5","4.4","-0.18","0.06","N/A","N/A","N/A","19-14-0","0.576"
"5596","Wolverine Robotics","1833","23","1480","1484","5.5","10.8","6.7","-0.14","0.23","N/A","N/A","N/A","20-25-1","0.446"
"8119","TigerBotics","1834","23","1480","1484","4.4","14.3","4.3","0.11","0","N/A","N/A","N/A","3-6-0","0.333"
"8285","Bionic Bulldogs","1835","23","1480","1484","6.9","11.4","4.7","-0.22","0.09","N/A","N/A","N/A","8-17-1","0.327"
"3526","PrepaTec - Blue Ignition","1836","23","1480","1484","3.8","16.1","3.5","0.01","-0.06","N/A","N/A","N/A","20-16-0","0.556"
"7794","Marion Eagle Engineers","1837","23","1480","1484","5.9","9","8","0.01","0.33","N/A","N/A","N/A","16-14-0","0.533"
"7534","Dragonflies","1838","23","1480","1484","3.8","12.6","6.8","-0.08","0.15","N/A","N/A","N/A","16-18-1","0.471"
"9111","Pyro Mechanics","1839","23","1480","1484","9.7","10.9","2.3","-0.01","0.02","N/A","N/A","N/A","2-7-1","0.250"
"6987","Falcon Automation","1840","23","1480","1484","7.2","10.4","5.5","-0.12","0.2","N/A","N/A","N/A","19-26-0","0.422"
"5655","KelRot","1841","23","1479","1484","9.7","9.3","4","-0.15","0.23","N/A","N/A","N/A","6-5-0","0.545"
"9012","Team Waffles","1842","23","1479","1484","8.5","6.3","8.2","-0.08","0.38","N/A","N/A","N/A","6-7-0","0.462"
"404","⚒️   404 ART  ⚒️","1843","22.9","1479","1484","5.1","14.8","3.1","-0.02","0.02","N/A","N/A","N/A","15-21-2","0.421"
"5732","ROBOTIGERS","1844","22.9","1479","1484","8","10.9","4","-0.09","-0.02","N/A","N/A","N/A","11-17-0","0.393"
"7768","The AutoMatons","1845","22.9","1479","1483","11.7","7.1","4.1","-0.18","0.1","N/A","N/A","N/A","15-18-0","0.455"
"4014","Pixelators","1846","22.9","1479","1483","7.1","8.9","6.9","0.18","0.39","N/A","N/A","N/A","12-14-0","0.462"
"4972","BORUSAN ROBOTICS","1847","22.9","1479","1483","6.1","11.1","5.7","-0.05","0","N/A","N/A","N/A","4-7-0","0.364"
"9037","HHS Black Ops","1848","22.9","1479","1483","3.8","12.7","6.8","-0.12","0.13","N/A","N/A","N/A","9-17-0","0.346"
"5525","Alcona Tool Cats","1849","22.9","1479","1483","4.5","11.9","6.5","0.01","0.11","N/A","N/A","N/A","9-18-1","0.339"
"8374","Bongo Bots","1850","22.9","1479","1483","7","9.6","6.3","-0.07","0.21","N/A","N/A","N/A","14-14-1","0.500"
"8174","BityBots 8174","1851","22.9","1479","1483","3.4","12.6","6.9","-0.08","-0.03","N/A","N/A","N/A","6-6-0","0.500"
"8787","Mavericks","1852","22.9","1479","1483","9","8.6","5.3","-0.09","0.11","N/A","N/A","N/A","6-3-0","0.667"
"2035","Rockin' Bots","1853","22.9","1479","1483","6.8","10.6","5.5","0.03","0.27","N/A","N/A","N/A","5-14-0","0.263"
"7022","ACE Robotics","1854","22.9","1479","1483","9","7.7","6.4","0.13","0.21","N/A","N/A","N/A","16-28-0","0.364"
"8503","Raid One","1855","22.8","1479","1483","11","3.7","8.2","-0.06","0.31","N/A","N/A","N/A","7-9-0","0.438"
"5683","R.A.V.E.N.","1856","22.8","1479","1483","3.4","12.6","6.8","-0.03","0.22","N/A","N/A","N/A","14-15-1","0.483"
"7858","Warriors","1857","22.8","1479","1483","5","11.2","6.6","-0.16","0.13","N/A","N/A","N/A","5-5-0","0.500"
"3965","Sultans","1858","22.8","1479","1483","7.3","9.3","6.2","-0.09","0.09","N/A","N/A","N/A","2-7-0","0.222"
"6702","PrepaTec - StingBots","1859","22.8","1479","1483","7.6","12.1","4","-0.15","0.03","N/A","N/A","N/A","13-12-0","0.520"
"6904","TeraWatts","1860","22.8","1479","1483","4.6","9.8","8.4","0.04","0.35","N/A","N/A","N/A","6-7-0","0.462"
"7677","Bodacious Bulldogs","1861","22.8","1478","1482","3.8","13.7","5.3","-0.04","0.11","N/A","N/A","N/A","7-12-0","0.368"
"8714","Robo Griffins'","1862","22.8","1478","1482","4.5","11.3","7","-0.15","0.22","N/A","N/A","N/A","17-17-1","0.500"
"4664","Butler Bots","1863","22.8","1478","1482","8","8.9","5.8","0.01","0.27","N/A","N/A","N/A","7-4-0","0.636"
"8772","Magic City Wizards","1864","22.8","1478","1482","8.2","8.8","5.8","0.15","0.15","N/A","N/A","N/A","4-6-0","0.400"
"3324","The Metrobots","1865","22.8","1478","1482","4.7","13.3","4.8","-0.12","0.06","N/A","N/A","N/A","5-15-0","0.250"
"4238","Resistance Robotics","1866","22.8","1478","1482","7.3","11.1","4.4","0.01","0.2","N/A","N/A","N/A","11-15-0","0.423"
"6101","Strange Quarks","1867","22.8","1478","1482","8.5","11","3.2","-0.07","0.14","N/A","N/A","N/A","9-14-1","0.396"
"7130","Future Shock","1868","22.8","1478","1482","5.2","11.8","5.8","0.06","-0.04","N/A","N/A","N/A","10-12-0","0.455"
"9044","TeraViks","1869","22.8","1478","1482","8","7.4","7.4","-0.21","0.31","N/A","N/A","N/A","6-17-0","0.261"
"3247","Robopack","1870","22.7","1478","1482","10.4","7.3","5.1","-0.16","0.19","N/A","N/A","N/A","8-10-0","0.444"
"8326","GDS Mighty Hoppers","1871","22.7","1478","1482","4.8","13.4","4.5","-0.19","0.01","N/A","N/A","N/A","15-11-1","0.574"
"8422","Husky Howlers","1872","22.7","1478","1482","5","12","5.7","-0.17","0.1","N/A","N/A","N/A","2-8-0","0.200"
"3482","Arrowbotics","1873","22.7","1478","1482","7.3","10.8","4.6","0.04","-0.04","N/A","N/A","N/A","7-12-0","0.368"
"4984","Bullseye","1874","22.7","1478","1482","7.6","8.8","6.3","-0.01","0.23","N/A","N/A","N/A","7-12-0","0.368"
"4940","Knight Vision","1875","22.7","1478","1482","8.6","9.2","5","-0.1","0.2","N/A","N/A","N/A","10-20-0","0.333"
"619","Cavalier Robotics","1876","22.7","1478","1482","8.7","9.1","4.9","-0.01","0.13","N/A","N/A","N/A","9-19-0","0.321"
"8188","Grand Force","1877","22.7","1478","1482","4.8","10.7","7.2","-0.07","0.23","N/A","N/A","N/A","12-11-0","0.522"
"8339","Penticton Robotics","1878","22.7","1478","1482","9.7","9.5","3.6","-0.16","0.07","N/A","N/A","N/A","6-8-1","0.433"
"9126","Silver Hawks","1879","22.7","1478","1482","6.5","11.8","4.6","-0.1","0.05","N/A","N/A","N/A","5-14-0","0.263"
"3588","the Talon","1880","22.7","1478","1482","4.9","11.3","6.5","0.03","0.11","N/A","N/A","N/A","14-14-0","0.500"
"7177","Amal tayibe","1881","22.7","1478","1481","8","8.9","5.7","-0.03","0.16","N/A","N/A","N/A","6-19-0","0.240"
"8159","Golden Horn","1882","22.7","1478","1481","7","10.9","5","-0.12","0.05","N/A","N/A","N/A","18-20-1","0.474"
"9243","Maniac Robotics","1883","22.7","1477","1481","3.6","9.9","9.1","-0.14","0.26","N/A","N/A","N/A","4-7-0","0.364"
"1294","Pack of Parts","1884","22.6","1477","1481","5.4","11.3","5.8","-0.05","0.11","N/A","N/A","N/A","20-26-0","0.435"
"6998","Unipards","1885","22.6","1477","1481","6.5","10.4","6.1","-0.07","0.12","N/A","N/A","N/A","16-10-0","0.615"
"7221","Viking Robotics","1886","22.6","1477","1481","6.8","12.1","3.8","0","0.04","N/A","N/A","N/A","11-17-1","0.397"
"8528","AstroChimps","1887","22.6","1477","1481","3.9","12.4","6.3","0.1","0.22","N/A","N/A","N/A","10-16-0","0.385"
"9146","Backburners","1888","22.6","1477","1481","6","8","8.6","-0.16","0.15","N/A","N/A","N/A","8-9-0","0.471"
"3158","PrepaTec - TECBOT","1889","22.6","1477","1481","5.2","11.9","5.5","-0.11","0.1","N/A","N/A","N/A","18-14-0","0.563"
"9209","Fantastic Falcons","1890","22.6","1477","1481","5.5","7.7","9.4","-0.13","0.32","N/A","N/A","N/A","10-16-0","0.385"
"6170","Prepa Tecmilenio Vitronik","1891","22.6","1477","1481","6","10.7","5.9","-0.17","-0.02","N/A","N/A","N/A","13-14-2","0.483"
"8836","Wayne Enterprises Inc.","1892","22.6","1477","1480","5.2","10.6","6.8","-0.15","0.09","N/A","N/A","N/A","9-4-0","0.692"
"7583","Embers","1893","22.6","1477","1480","5.7","10","6.8","-0.06","0.06","N/A","N/A","N/A","7-9-0","0.438"
"9030","MecHack","1894","22.5","1477","1480","4.3","14.3","4.5","-0.16","-0.01","N/A","N/A","N/A","9-11-0","0.450"
"5587","Titan Robotics","1895","22.5","1476","1480","6.8","12.3","3.7","-0.02","0","N/A","N/A","N/A","9-37-0","0.196"
"6113","M.A.R.C. 1","1896","22.5","1476","1480","8.2","8","6.3","-0.05","0.29","N/A","N/A","N/A","5-7-0","0.417"
"8789","The Lost 10mm Sockets","1897","22.5","1476","1480","7.1","9.4","6.1","-0.04","0.23","N/A","N/A","N/A","5-21-0","0.192"
"3024","My Favorite Team","1898","22.5","1476","1480","7.7","7.7","7.2","-0.15","0.29","N/A","N/A","N/A","9-14-1","0.396"
"4093","Hardwired","1899","22.5","1476","1480","5.6","12.9","4","0.04","0.08","N/A","N/A","N/A","4-5-0","0.444"
"4021","igKnightion","1900","22.5","1476","1480","8.3","9.3","4.9","-0.11","0.14","N/A","N/A","N/A","6-13-1","0.325"
"5285","Sea Kings Robotics","1901","22.5","1476","1480","5.6","13.1","3.7","0.01","0.03","N/A","N/A","N/A","10-11-0","0.476"
"5480","FYRE","1902","22.5","1476","1480","7","11.2","4.3","-0.04","0.19","N/A","N/A","N/A","5-6-0","0.455"
"7121","Keller Fusion Robotics","1903","22.5","1476","1480","6.9","8.5","7.1","-0.08","0.18","N/A","N/A","N/A","10-16-0","0.385"
"9048","SESI/SENAI P0t1BOT (Potibot)","1904","22.5","1476","1480","5.7","9","7.7","-0.15","-0.02","N/A","N/A","N/A","5-5-0","0.500"
"173","RAGE Robotics ⚙️","1905","22.5","1476","1480","8.8","6.8","6.8","-0.21","0.31","N/A","N/A","N/A","8-18-0","0.308"
"4641","TALON inc.","1906","22.5","1476","1479","8.3","6.5","7.6","-0.13","0.2","N/A","N/A","N/A","15-15-0","0.500"
"5708","Zebrotics","1907","22.4","1476","1479","4.3","13.9","4.3","-0.2","0.07","N/A","N/A","N/A","8-16-0","0.333"
"7248","Tactical Hams","1908","22.4","1476","1479","6.6","10","5.8","0.05","0.28","N/A","N/A","N/A","6-17-1","0.271"
"6097","Botcats","1909","22.4","1476","1479","6.1","12.3","4.1","-0.07","0.01","N/A","N/A","N/A","12-12-0","0.500"
"3975","Les Dragons","1910","22.4","1476","1479","7.1","9.8","5.4","-0.16","0.33","N/A","N/A","N/A","2-7-0","0.222"
"6567","The Broken Drill Bits","1911","22.4","1475","1479","5.7","8.4","8.3","-0.15","0.32","N/A","N/A","N/A","9-18-0","0.333"
"7634","New Hawks","1912","22.3","1475","1479","6.5","8.5","7.3","-0.07","0.2","N/A","N/A","N/A","9-14-0","0.391"
"1458","Red Tie Robotics","1913","22.3","1475","1478","5.8","10.4","6.1","0.14","0.25","N/A","N/A","N/A","3-7-0","0.300"
"9241","EV ROBOTICS","1914","22.3","1475","1478","5.1","9.8","7.4","-0.2","0.11","N/A","N/A","N/A","13-14-0","0.481"
"6705","WildCat 5e","1915","22.3","1475","1478","4.6","11.1","6.7","-0.17","0.09","N/A","N/A","N/A","14-15-0","0.483"
"5982","Circuits of Destruction","1916","22.3","1475","1478","6.6","9.3","6.4","-0.12","0.15","N/A","N/A","N/A","14-17-0","0.452"
"1818","Team Talos","1917","22.3","1475","1478","4.4","10.2","7.6","-0.05","0.21","N/A","N/A","N/A","3-9-0","0.250"
"2068","Metal Jackets","1918","22.3","1475","1478","5.2","13.6","3.8","-0.04","-0.02","N/A","N/A","N/A","14-22-1","0.392"
"5550","BRONChO BOTS","1919","22.3","1475","1478","8.9","9.3","4","-0.19","0","N/A","N/A","N/A","6-15-0","0.286"
"7717","Steam Punks","1920","22.3","1475","1478","3.9","14.5","3.9","-0.09","0.07","N/A","N/A","N/A","4-6-0","0.400"
"6514","Sutton Robotics League","1921","22.3","1475","1478","5.1","9.9","7.4","-0.13","0.15","N/A","N/A","N/A","14-17-0","0.452"
"2345","Animal Control","1922","22.3","1475","1478","6.5","10.8","5","0.08","0.16","N/A","N/A","N/A","6-6-0","0.500"
"6610","Robot Roll Call","1923","22.3","1475","1478","6.3","7.8","8.1","-0.11","0.17","N/A","N/A","N/A","17-14-0","0.548"
"4375","Westend Gearbusters","1924","22.3","1475","1478","8.8","7.4","6.1","-0.18","0.18","N/A","N/A","N/A","12-16-0","0.429"
"6333","Scavenger Robotics","1925","22.3","1475","1478","5.2","12.6","4.5","0.12","0.22","N/A","N/A","N/A","10-14-0","0.417"
"8042","Fenrir","1926","22.3","1475","1478","5.1","13.3","3.9","-0.15","0.02","N/A","N/A","N/A","11-4-0","0.733"
"9055","Knights of Katahdin (Ka TAH...","1927","22.3","1475","1478","6.1","8.1","8.3","0.04","0.36","N/A","N/A","N/A","19-27-1","0.415"
"6005","Cardinaltronics","1928","22.2","1474","1477","6.6","6.8","9.3","-0.09","0.29","N/A","N/A","N/A","19-24-2","0.444"
"9132","Basaksehir Teknoloji Takımı","1929","22.2","1474","1477","5.9","10.5","5.8","-0.15","0.02","N/A","N/A","N/A","9-6-0","0.600"
"3501","Firebots","1930","22.2","1474","1477","7.9","4.3","10","-0.14","0.43","N/A","N/A","N/A","10-13-0","0.435"
"3936","RoboBlitz 3936","1931","22.2","1474","1477","9.8","10.5","1.9","-0.04","-0.12","N/A","N/A","N/A","9-19-0","0.321"
"8704","LCMR","1932","22.2","1474","1477","4.2","11.4","6.6","-0.01","0.1","N/A","N/A","N/A","9-14-1","0.396"
"8743","SYNTAX Robotics","1933","22.2","1474","1477","5.4","12.8","4","-0.15","0.18","N/A","N/A","N/A","8-6-0","0.571"
"6895","Mechanical Madness 4-H","1934","22.2","1474","1477","7.7","10.1","4.4","-0.11","0.07","N/A","N/A","N/A","8-16-0","0.333"
"7471","Robo Montagnards","1935","22.2","1474","1477","6.7","10.6","4.9","-0.16","0.08","N/A","N/A","N/A","2-7-0","0.222"
"3838","Roc City Robotix","1936","22.2","1474","1477","6.6","9.1","6.5","-0.05","0.03","N/A","N/A","N/A","4-5-0","0.444"
"291","CIA - Creativity In Action","1937","22.2","1474","1477","8.3","8.6","5.3","-0.23","0.21","N/A","N/A","N/A","3-7-0","0.300"
"5501","Bobcats","1938","22.2","1474","1477","4.7","8.6","8.8","-0.18","0.23","N/A","N/A","N/A","8-20-0","0.286"
"6940","Violet Z","1939","22.2","1474","1477","6.8","8.2","7.1","-0.05","0.25","N/A","N/A","N/A","6-6-0","0.500"
"2207","Bright Bears","1940","22.1","1474","1477","4.8","11.8","5.6","0.01","0.02","N/A","N/A","N/A","3-5-1","0.389"
"3245","Ravens","1941","22.1","1474","1477","4.2","13.2","4.8","-0.16","-0.04","N/A","N/A","N/A","7-16-0","0.304"
"5016","Huntington Robotics","1942","22.1","1474","1477","6","9.4","6.7","-0.19","0.16","N/A","N/A","N/A","6-14-0","0.300"
"4089","Stealth Robotics","1943","22.1","1474","1477","5.1","10.1","6.9","-0.14","0.21","N/A","N/A","N/A","13-18-0","0.419"
"5624","TIGER TECH Robotics","1944","22.1","1474","1477","6.5","11.4","4.2","-0.05","0.15","N/A","N/A","N/A","16-13-0","0.552"
"7531","Servos Strike Back","1945","22.1","1474","1477","5.7","11.2","5.2","-0.06","0.02","N/A","N/A","N/A","2-8-0","0.200"
"2855","BEASTBOT","1946","22.1","1474","1477","7.3","8.8","6","0.02","0.19","N/A","N/A","N/A","3-6-0","0.333"
"6888","Foothills Robotics","1947","22.1","1473","1476","4.4","10.1","7.6","-0.17","0.16","N/A","N/A","N/A","11-15-2","0.429"
"7758","MEVOLUTION","1948","22.1","1473","1476","7.3","11.5","3.3","-0.15","0.01","N/A","N/A","N/A","7-4-0","0.636"
"8788","Special Forces BallistaBots","1949","22.1","1473","1476","7.4","10.5","4.3","0.01","0.18","N/A","N/A","N/A","11-12-0","0.478"
"1997","STAGROBOTICS","1950","22.1","1473","1476","2.1","13.2","6.9","0.01","0.14","N/A","N/A","N/A","14-19-0","0.424"
"7085","Paranoid Androids","1951","22.1","1473","1476","5.8","10.4","5.9","-0.11","0.15","N/A","N/A","N/A","13-15-1","0.466"
"7822","Generals Robotics","1952","22.1","1473","1476","7.4","7","7.7","-0.08","0.37","N/A","N/A","N/A","8-15-1","0.354"
"1293","Pandamaniacs","1953","22.1","1473","1476","6.8","8.9","6.4","-0.17","0.09","N/A","N/A","N/A","12-18-0","0.400"
"6132","Iron Rangers","1954","22.1","1473","1476","8","9.3","4.8","-0.15","0.09","N/A","N/A","N/A","6-3-0","0.667"
"1795","Team Clutch","1955","22","1473","1476","4.5","11.1","6.5","-0.11","0.13","N/A","N/A","N/A","14-17-0","0.452"
"7183","W.A.R.","1956","22","1473","1476","6.9","9.8","5.4","-0.01","0.16","N/A","N/A","N/A","6-6-0","0.500"
"6709","Spudinc Big Lake Robotics","1957","22","1473","1476","6.9","11.4","3.7","0","0","N/A","N/A","N/A","10-15-0","0.400"
"3723","TEKnights","1958","22","1473","1476","4.9","12","5.1","0","0.13","N/A","N/A","N/A","2-11-0","0.154"
"9305","Mont","1959","22","1473","1476","4.6","10.8","6.6","-0.15","0.13","N/A","N/A","N/A","7-5-0","0.583"
"5517","The Engineers on Fire","1960","22","1473","1475","7.4","8.3","6.3","-0.12","0.25","N/A","N/A","N/A","15-12-0","0.556"
"8612","Calvin Christian Robotics","1961","22","1473","1475","8.2","8.5","5.3","-0.18","0.2","N/A","N/A","N/A","18-16-0","0.529"
"1266","The Devil Duckies","1962","22","1473","1475","5.6","9.8","6.6","0.05","0.22","N/A","N/A","N/A","9-11-0","0.450"
"7196","Tech Tigers","1963","22","1473","1475","5.2","10.6","6.2","-0.13","0.15","N/A","N/A","N/A","15-14-0","0.517"
"9198","The Beach Botz","1964","22","1473","1475","6.2","6.5","9.2","-0.08","0.33","N/A","N/A","N/A","19-25-0","0.432"
"1474","Titans","1965","22","1472","1475","5.9","11.3","4.7","-0.04","0.05","N/A","N/A","N/A","11-14-1","0.442"
"3083","Artemis","1966","22","1472","1475","4.6","12.2","5.2","0.14","0.12","N/A","N/A","N/A","14-30-0","0.318"
"6305","Stable Circuits","1967","21.9","1472","1475","6.4","10","5.6","0.01","0.09","N/A","N/A","N/A","15-12-0","0.556"
"3954","4-H Electrotechs","1968","21.9","1472","1475","5.8","10.4","5.8","0.01","0.09","N/A","N/A","N/A","4-6-0","0.400"
"3288","Punchers","1969","21.9","1472","1475","8.4","7.1","6.4","-0.05","0.17","N/A","N/A","N/A","10-13-0","0.435"
"8087","Cougar Pride Robotics","1970","21.9","1472","1475","5.7","6.7","9.5","-0.13","0.34","N/A","N/A","N/A","13-11-0","0.542"
"4750","Bert","1971","21.9","1472","1475","7.3","11.9","2.7","0.02","-0.06","N/A","N/A","N/A","9-18-0","0.333"
"2531","RoboHawks","1972","21.9","1472","1475","5.5","9.6","6.8","-0.1","0.3","N/A","N/A","N/A","7-14-0","0.333"
