district,team,total points,average points,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
FIM,7751,40,13.333333333333334,0,,,5,35,,,,,,,,,,
FIM,7783,35,11.666666666666666,0,,,5,30,,,,,,,,,,
FIM,7788,54,18.0,0,,,11,43,,,,,,,,,,
FIM,7789,73,18.25,0,,0,11,62,,,,,,,,,,
FIM,7791,58,11.6,0,15,0,5,38,,,,,,,,,,
FIM,7807,46,15.333333333333334,0,,,5,41,,,,,,,,,,
FIM,7816,66,16.5,0,,0,32,34,,,,,,,,,,
FIM,7817,39,9.75,0,,0,5,34,,,,,,,,,,
FIM,7820,29,9.666666666666666,0,,,5,24,,,,,,,,,,
FIM,7827,47,11.75,0,0,,9,38,,,,,,,,,,
FIM,7854,27,5.4,0,0,0,5,22,,,,,,,,,,
FIM,7859,28,7.0,0,,0,5,23,,,,,,,,,,
FIM,7861,47,9.4,0,0,0,5,42,,,,,,,,,,
FIM,7865,77,15.4,0,36,0,10,31,,,,,,,,,,
FIM,7894,40,13.333333333333334,0,,,13,27,,,,,,,,,,
FIM,8068,15,5.0,0,,5,10,,,,,,,,,,,
FIM,8268,20,5.0,0,5,5,10,,,,,,,,,,,
FIM,8275,45,22.5,0,,,45,,,,,,,,,,,
FIM,8299,34,8.5,0,5,5,24,,,,,,,,,,,
FIM,8323,15,5.0,0,,5,10,,,,,,,,,,,
FIM,8327,10,5.0,0,,,10,,,,,,,,,,,
FIM,8328,22,7.333333333333333,0,,5,17,,,,,,,,,,,
FIM,8329,15,5.0,0,,5,10,,,,,,,,,,,
FIM,8332,140,35.0,0,120,5,15,,,,,,,,,,,
FIM,8342,50,12.5,0,5,5,40,,,,,,,,,,,
FIM,8344,10,5.0,0,,,10,,,,,,,,,,,
FIM,835,434,31.0,0,0,,39,37,27,9,13,58,44,40,45,44,59,19
FIM,8361,31,7.75,0,16,5,10,,,,,,,,,,,
FIM,8363,28,14.0,0,,,28,,,,,,,,,,,
FIM,8367,19,6.333333333333333,0,,5,14,,,,,,,,,,,
FIM,8368,161,40.25,0,103,5,53,,,,,,,,,,,
FIM,8377,30,7.5,0,5,5,20,,,,,,,,,,,
FIM,8378,21,7.0,0,,5,16,,,,,,,,,,,
FIM,8379,20,5.0,0,5,5,10,,,,,,,,,,,
FIM,8380,53,26.5,0,,,53,,,,,,,,,,,
FIM,8394,22,7.333333333333333,0,,5,17,,,,,,,,,,,
FIM,8396,15,5.0,0,,5,10,,,,,,,,,,,
FIM,8398,27,9.0,0,,5,22,,,,,,,,,,,
FIM,8399,25,8.333333333333334,0,,5,20,,,,,,,,,,,
FIM,8400,92,30.666666666666668,0,,5,87,,,,,,,,,,,
FIM,8425,139,34.75,0,92,5,42,,,,,,,,,,,
FIM,9109,0,0.0,0,,,,,,,,,,,,,,
FIN,461,1285,142.77777777777777,290,184,0,0,239,129,96,199,148,,,,,,
FIN,7457,904,180.8,284,311,0,61,248,,,,,,,,,,
FIN,5010,881,97.88888888888889,283,218,0,4,173,132,20,24,27,,,,,,
FIN,7617,622,124.4,281,210,0,26,105,,,,,,,,,,
FIN,4272,1234,137.11111111111111,257,248,0,36,187,175,211,36,84,,,,,,
FIN,1501,1347,168.375,241,199,0,58,180,199,181,289,300.0,,,,,,
FIN,7657,324,64.8,214,38,0,43,29,,,,,,,,,,
FIN,292,824,103.0,214,172,0,12,18,33,232,143,183.0,,,,,,
FIN,5188,974,108.22222222222223,204,44,0,27,70,182,148,34,265,,,,,,
FIN,3940,1259,139.88888888888889,198,257,0,0,206,184,94,175,145,,,,,,
FIN,3494,799,88.77777777777777,195,124,0,0,187,35,108,19,131,,,,,,
FIN,1024,1391,173.875,176,216,0,45,191,252,168,343,311.0,,,,,,
FIN,71,1223,135.88888888888889,175,14,0,0,150,224,233,179,248,,,,,,
FIN,3487,452,50.22222222222222,175,75,0,12,19,95,18,36,22,,,,,,
FIN,5484,987,109.66666666666667,174,183,0,0,166,111,124,120,109,,,,,,
FIN,328,161,161.0,161,,,,,,,,,,,,,,
FIN,3176,1157,128.55555555555554,159,227,0,16,151,171,190,141,102,,,,,,
FIN,829,1188,148.5,158,277,0,13,211,203,248,78,161.0,,,,,,
FIN,868,1601,177.88888888888889,155,120,0,41,319,343,174,310,139,,,,,,
FIN,135,1056,132.0,153,104,0,0,193,159,229,218,281.0,,,,,,
FIN,234,1279,159.875,142,184,0,73,322,205,221,132,333.0,,,,,,
FIN,1741,1175,130.55555555555554,133,124,0,36,122,281,196,112,171,,,,,,
FIN,6498,635,90.71428571428571,127,167,0,29,91,25,196,,,,,,,,
FIN,3147,670,74.44444444444444,125,141,0,32,22,86,112,116,36,,,,,,
FIN,6721,338,48.285714285714285,107,21,0,29,40,30,111,,,,,,,,
FIN,1646,343,38.111111111111114,99,32,0,0,84,24,24,17,63,,,,,,
FIN,6956,438,73.0,98,157,0,15,94,74,,,,,,,,,
FIN,1555,164,27.333333333333332,86,46,0,0,11,21,,,,,,,,,
FIN,4926,843,93.66666666666667,83,265,0,31,196,23,189,18,38,,,,,,
FIN,7454,365,73.0,81,97,0,48,139,,,,,,,,,,
FIN,8116,185,46.25,80,73,5,27,,,,,,,,,,,
FIN,3947,499,62.375,78,,0,12,85,62,43,62,157,,,,,,
FIN,9071,61,61.0,61,,,,,,,,,,,,,,
FIN,2197,501,62.625,51,27,0,10,152,20,120,121,72.0,,,,,,
FIN,4580,363,45.375,48,,0,29,22,63,99,83,19,,,,,,
FIN,1018,812,90.22222222222223,48,96,0,0,109,186,226,70,77,,,,,,
FIN,45,499,55.44444444444444,44,108,0,0,35,23,10,216,63,,,,,,
FIN,2867,448,49.77777777777778,44,23,0,0,94,94,15,12,166,,,,,,
FIN,5402,377,47.125,41,31,0,0,38,,16,30,221,,,,,,
FIN,2909,82,13.666666666666666,37,,0,0,14,,17,14,,,,,,,
FIN,2171,362,40.22222222222222,37,19,0,0,17,110,16,141,22,,,,,,
FIN,4982,634,70.44444444444444,35,132,0,0,22,21,138,169,117,,,,,,
FIN,447,554,69.25,33,112,0,29,32,155,58,135,172.0,,,,,,
FIN,8742,138,69.0,32,106,,,,,,,,,,,,,
FIN,4485,441,49.0,30,17,0,0,14,77,139,28,136,,,,,,
FIN,1720,1315,146.11111111111111,30,117,0,71,275,205,254,161,202,,,,,,
FIN,8564,126,42.0,29,87,10,,,,,,,,,,,,
FIN,9119,29,29.0,29,,,,,,,,,,,,,,
FIN,1747,1159,128.77777777777777,28,29,0,32,267,306,111,248,138,,,,,,
FIN,3936,385,42.77777777777778,27,39,0,0,30,173,22,78,16,,,,,,
FIN,3559,407,45.22222222222222,23,32,0,33,89,20,38,131,41,,,,,,
FIN,8103,74,18.5,20,29,5,20,,,,,,,,,,,
FIN,7477,75,15.0,17,18,0,5,35,,,,,,,,,,
FIN,3890,16,16.0,16,,,,,,,,,,,,,,
FIN,3865,150,18.75,14,15,0,0,15,24,64,18,72.0,,,,,,
FIN,7198,322,53.666666666666664,11,142,0,0,43,126,,,,,,,,,
FIN,8535,15,7.5,5,,10,,,,,,,,,,,,
FIN,8545,15,7.5,5,,10,,,,,,,,,,,,
FIN,1529,562,62.44444444444444,0,22,0,0,23,71,165,199,82,,,,,,
FIN,3180,196,24.5,0,,0,15,26,16,31,83,25,,,,,,
FIN,4008,72,14.4,0,,,9,13,24,,,26,,,,,,
FIN,6451,176,25.142857142857142,0,0,0,20,38,23,95,,,,,,,,
FIN,7502,91,30.333333333333332,0,,,5,86,,,,,,,,,,
FIN,7695,26,6.5,0,,0,5,21,,,,,,,,,,
FIN,8232,36,9.0,0,21,5,10,,,,,,,,,,,
FIN,9039,0,0.0,0,,,,,,,,,,,,,,
FIT,118,1005,201.0,415,232,0,71,287,,,,,,,,,,
FIT,3005,898,179.6,377,299,0,41,181,,,,,,,,,,
FIT,2468,1070,214.0,367,312,0,77,314,,,,,,,,,,
FIT,6672,850,170.0,350,242,0,61,197,,,,,,,,,,
FIT,3310,1002,200.4,283,334,0,46,339,,,,,,,,,,
FIT,624,913,182.6,272,336,0,60,245,,,,,,,,,,
FIT,5414,813,162.6,266,264,0,72,211,,,,,,,,,,
FIT,9128,265,265.0,265,,,,,,,,,,,,,,
FIT,2687,521,130.25,264,217,0,40,,,,,,,,,,,
FIT,148,1059,211.8,260,376,0,73,350,,,,,,,,,,
FIT,324,505,126.25,255,199,0,51,,,,,,,,,,,
FIT,8576,381,127.0,245,126,10,,,,,,,,,,,,
FIT,8177,532,133.0,230,252,5,45,,,,,,,,,,,
FIT,3847,948,189.6,227,353,0,86,282,,,,,,,,,,
FIT,3679,445,89.0,225,84,0,48,88,,,,,,,,,,
FIT,6800,819,163.8,225,395,0,10,189,,,,,,,,,,
FIT,2714,627,125.4,221,122,0,73,211,,,,,,,,,,
FIT,4206,642,128.4,219,316,0,21,86,,,,,,,,,,
FIT,1745,527,105.4,216,230,0,31,50,,,,,,,,,,
FIT,8019,420,105.0,210,166,5,39,,,,,,,,,,,
FIT,9105,208,208.0,208,,,,,,,,,,,,,,
FIT,6357,315,63.0,206,32,0,29,48,,,,,,,,,,
FIT,2881,597,119.4,202,217,0,23,155,,,,,,,,,,
FIT,5431,696,139.2,200,205,0,50,241,,,,,,,,,,
FIT,6377,624,124.8,193,151,0,54,226,,,,,,,,,,
FIT,1477,690,138.0,187,223,0,77,203,,,,,,,,,,
FIT,5411,443,88.6,185,92,0,48,118,,,,,,,,,,
FIT,1296,512,102.4,185,164,0,35,128,,,,,,,,,,
FIT,2582,641,128.2,184,244,0,33,180,,,,,,,,,,
FIT,9140,178,178.0,178,,,,,,,,,,,,,,
FIT,3035,567,113.4,176,159,0,0,232,,,,,,,,,,
FIT,5427,432,86.4,175,86,0,58,113,,,,,,,,,,
FIT,231,598,119.6,171,208,0,48,171,,,,,,,,,,
FIT,6369,357,71.4,169,115,0,24,49,,,,,,,,,,
FIT,5572,504,100.8,167,184,0,36,117,,,,,,,,,,
FIT,2158,520,104.0,158,186,0,71,105,,,,,,,,,,
FIT,5892,529,105.8,156,93,0,104,176,,,,,,,,,,
FIT,9088,151,151.0,151,,,,,,,,,,,,,,
FIT,9136,151,151.0,151,,,,,,,,,,,,,,
FIT,2689,247,123.5,141,106,,,,,,,,,,,,,
FIT,3802,292,58.4,141,49,0,41,61,,,,,,,,,,
FIT,2848,384,76.8,139,144,0,59,42,,,,,,,,,,
FIT,8370,257,64.25,133,83,5,36,,,,,,,,,,,
FIT,4192,415,83.0,131,156,0,22,106,,,,,,,,,,
FIT,8749,282,141.0,128,154,,,,,,,,,,,,,
FIT,418,399,79.8,127,103,0,71,98,,,,,,,,,,
FIT,5417,365,73.0,125,86,0,61,93,,,,,,,,,,
FIT,8573,261,87.0,123,128,10,,,,,,,,,,,,
FIT,4219,367,73.4,123,180,0,29,35,,,,,,,,,,
FIT,4063,597,119.4,119,238,0,49,191,,,,,,,,,,
FIT,7616,384,76.8,115,200,0,39,30,,,,,,,,,,
FIT,4153,426,85.2,113,166,0,0,147,,,,,,,,,,
FIT,8088,268,67.0,112,131,5,20,,,,,,,,,,,
FIT,8858,234,117.0,108,126,,,,,,,,,,,,,
FIT,9051,106,106.0,106,,,,,,,,,,,,,,
FIT,5829,295,59.0,105,95,0,67,28,,,,,,,,,,
FIT,5503,233,46.6,102,72,0,5,54,,,,,,,,,,
FIT,5923,163,32.6,100,35,0,15,13,,,,,,,,,,
FIT,9054,99,99.0,99,,,,,,,,,,,,,,
FIT,2583,240,48.0,93,87,0,10,50,,,,,,,,,,
FIT,2587,307,61.4,91,137,0,24,55,,,,,,,,,,
FIT,6901,284,56.8,90,49,0,12,133,,,,,,,,,,
FIT,2882,183,36.6,90,38,0,11,44,,,,,,,,,,
FIT,9034,89,89.0,89,,,,,,,,,,,,,,
FIT,8874,115,57.5,89,26,,,,,,,,,,,,,
FIT,4610,378,75.6,89,89,0,57,143,,,,,,,,,,
FIT,5261,236,47.2,88,44,0,15,89,,,,,,,,,,
FIT,8827,131,65.5,86,45,,,,,,,,,,,,,
FIT,4587,393,78.6,86,91,0,37,179,,,,,,,,,,
FIT,9156,85,85.0,85,,,,,,,,,,,,,,
FIT,4639,416,83.2,84,246,0,46,40,,,,,,,,,,
FIT,5613,232,46.4,82,94,0,0,56,,,,,,,,,,
FIT,9181,81,81.0,81,,,,,,,,,,,,,,
FIT,1255,317,63.4,80,103,0,31,103,,,,,,,,,,
FIT,7540,217,43.4,80,60,0,5,72,,,,,,,,,,
FIT,7506,234,46.8,78,103,0,28,25,,,,,,,,,,
FIT,7312,262,52.4,73,89,0,7,93,,,,,,,,,,
FIT,9080,69,69.0,69,,,,,,,,,,,,,,
FIT,5682,167,33.4,67,27,0,25,48,,,,,,,,,,
FIT,7503,190,38.0,66,41,0,37,46,,,,,,,,,,
FIT,9311,55,55.0,55,,,,,,,,,,,,,,
FIT,3676,268,53.6,50,39,0,31,148,,,,,,,,,,
FIT,2585,98,24.5,50,,0,0,48,,,,,,,,,,
FIT,8879,127,63.5,48,79,,,,,,,,,,,,,
FIT,4641,263,52.6,47,155,0,32,29,,,,,,,,,,
FIT,1164,183,36.6,47,15,0,73,48,,,,,,,,,,
FIT,7691,140,28.0,47,38,0,5,50,,,,,,,,,,
FIT,3481,284,56.8,47,124,0,0,113,,,,,,,,,,
FIT,4597,68,17.0,46,8,0,14,,,,,,,,,,,
FIT,3735,288,57.6,46,139,0,0,103,,,,,,,,,,
FIT,8144,130,32.5,45,70,5,10,,,,,,,,,,,
FIT,5212,110,22.0,44,23,0,24,19,,,,,,,,,,
FIT,4364,267,53.4,44,165,0,0,58,,,,,,,,,,
FIT,6645,109,21.8,44,38,0,5,22,,,,,,,,,,
FIT,4734,194,38.8,43,83,0,27,41,,,,,,,,,,
FIT,5894,174,34.8,43,39,0,31,61,,,,,,,,,,
FIT,8598,74,24.666666666666668,43,21,10,,,,,,,,,,,,
FIT,4295,198,39.6,43,38,0,21,96,,,,,,,,,,
FIT,8515,113,37.666666666666664,42,61,10,,,,,,,,,,,,
FIT,8556,93,31.0,42,41,10,,,,,,,,,,,,
FIT,8114,233,58.25,41,138,5,49,,,,,,,,,,,
FIT,3834,247,49.4,40,44,0,41,122,,,,,,,,,,
FIT,6180,152,30.4,40,37,0,38,37,,,,,,,,,,
FIT,3561,68,13.6,40,7,0,0,21,,,,,,,,,,
FIT,7418,174,34.8,40,17,0,58,59,,,,,,,,,,
FIT,7492,408,81.6,39,162,0,68,139,,,,,,,,,,
FIT,6171,130,26.0,39,18,0,29,44,,,,,,,,,,
FIT,8528,155,51.666666666666664,37,108,10,,,,,,,,,,,,
FIT,9137,37,37.0,37,,,,,,,,,,,,,,
FIT,9121,37,37.0,37,,,,,,,,,,,,,,
FIT,3743,100,20.0,36,0,0,24,40,,,,,,,,,,
FIT,4332,146,29.2,35,44,0,31,36,,,,,,,,,,
FIT,8507,90,30.0,35,45,10,,,,,,,,,,,,
FIT,8819,149,74.5,34,115,,,,,,,,,,,,,
FIT,5052,217,43.4,34,43,0,30,110,,,,,,,,,,
FIT,8610,142,47.333333333333336,34,98,10,,,,,,,,,,,,
FIT,4717,123,24.6,33,26,0,14,50,,,,,,,,,,
FIT,7534,167,33.4,33,46,0,32,56,,,,,,,,,,
FIT,4328,139,34.75,33,29,,29,48,,,,,,,,,,
FIT,8591,64,21.333333333333332,32,22,10,,,,,,,,,,,,
FIT,7321,77,25.666666666666668,32,,,32,13,,,,,,,,,,
FIT,9307,32,32.0,32,,,,,,,,,,,,,,
FIT,7121,275,55.0,31,107,0,0,137,,,,,,,,,,
FIT,6155,154,30.8,30,35,0,26,63,,,,,,,,,,
FIT,5866,202,40.4,30,39,0,29,104,,,,,,,,,,
FIT,8769,70,35.0,30,40,,,,,,,,,,,,,
FIT,8816,79,39.5,30,49,,,,,,,,,,,,,
FIT,7115,96,24.0,29,20,,10,37,,,,,,,,,,
FIT,9081,29,29.0,29,,,,,,,,,,,,,,
FIT,8818,90,45.0,29,61,,,,,,,,,,,,,
FIT,3545,148,29.6,28,71,0,24,25,,,,,,,,,,
FIT,6768,137,34.25,27,37,,31,42,,,,,,,,,,
FIT,8408,83,20.75,27,41,5,10,,,,,,,,,,,
FIT,8625,72,24.0,27,35,10,,,,,,,,,,,,
FIT,2969,102,20.4,26,26,0,14,36,,,,,,,,,,
FIT,8750,72,36.0,26,46,,,,,,,,,,,,,
FIT,9289,26,26.0,26,,,,,,,,,,,,,,
FIT,3029,141,28.2,26,62,0,11,42,,,,,,,,,,
FIT,2789,112,22.4,25,26,0,27,34,,,,,,,,,,
FIT,2966,82,20.5,24,11,,23,24,,,,,,,,,,
FIT,5726,156,39.0,24,70,,28,34,,,,,,,,,,
FIT,8392,61,20.333333333333332,23,28,,10,,,,,,,,,,,
FIT,7521,437,109.25,23,100,,32,282,,,,,,,,,,
FIT,2950,64,12.8,22,26,0,0,16,,,,,,,,,,
FIT,7621,190,38.0,22,37,0,23,108,,,,,,,,,,
FIT,6974,132,33.0,21,25,,0,86,,,,,,,,,,
FIT,8369,72,18.0,21,20,5,26,,,,,,,,,,,
FIT,7091,61,15.25,20,16,,10,15,,,,,,,,,,
FIT,7119,102,25.5,18,22,,40,22,,,,,,,,,,
FIT,2657,109,21.8,17,0,0,0,92,,,,,,,,,,
FIT,7088,210,52.5,17,47,,41,105,,,,,,,,,,
FIT,7138,48,9.6,17,0,0,10,21,,,,,,,,,,
FIT,8512,78,26.0,16,52,10,,,,,,,,,,,,
FIT,7125,112,22.4,15,70,0,5,22,,,,,,,,,,
FIT,9299,15,15.0,15,,,,,,,,,,,,,,
FIT,7535,134,26.8,15,38,0,28,53,,,,,,,,,,
FIT,7271,117,39.0,15,,,0,102,,,,,,,,,,
FIT,5986,128,25.6,15,44,0,23,46,,,,,,,,,,
FIT,4251,14,14.0,14,,,,,,,,,,,,,,
FIT,457,132,26.4,14,62,0,0,56,,,,,,,,,,
FIT,5070,102,20.4,13,30,0,16,43,,,,,,,,,,
FIT,5103,72,14.4,12,11,0,0,49,,,,,,,,,,
FIT,6526,76,25.333333333333332,11,,,43,22,,,,,,,,,,
FIT,5908,70,14.0,11,15,0,24,20,,,,,,,,,,
FIT,6488,41,13.666666666666666,11,,,0,30,,,,,,,,,,
FIT,9069,10,10.0,10,,,,,,,,,,,,,,
FIT,9236,10,10.0,10,,,,,,,,,,,,,,
FIT,9258,10,10.0,10,,,,,,,,,,,,,,
FIT,7750,117,23.4,7,36,0,25,49,,,,,,,,,,
FIT,3728,29,9.666666666666666,7,10,,,12,,,,,,,,,,
FIT,8526,15,7.5,5,,10,,,,,,,,,,,,
FIT,8568,25,8.333333333333334,5,10,10,,,,,,,,,,,,
FIT,8580,46,15.333333333333334,5,31,10,,,,,,,,,,,,
FIT,8710,20,10.0,5,15,,,,,,,,,,,,,
FIT,8842,32,16.0,5,27,,,,,,,,,,,,,
FIT,8325,45,11.25,5,25,5,10,,,,,,,,,,,
FIT,6682,74,14.8,4,9,0,0,61,,,,,,,,,,
FIT,3282,65,13.0,4,4,0,7,50,,,,,,,,,,
FIT,1817,317,105.66666666666667,0,,,38,279,,,,,,,,,,
FIT,2613,132,26.4,0,29,0,6,97,,,,,,,,,,
FIT,2805,61,20.333333333333332,0,,,28,33,,,,,,,,,,
FIT,3037,42,8.4,0,11,0,15,16,,,,,,,,,,
FIT,3043,0,0.0,0,,,0,0,,,,,,,,,,
FIT,3103,231,46.2,0,157,0,28,46,,,,,,,,,,
FIT,3240,164,54.666666666666664,0,,,43,121,,,,,,,,,,
FIT,3335,44,14.666666666666666,0,,,8,36,,,,,,,,,,
FIT,3355,123,24.6,0,44,0,47,32,,,,,,,,,,
FIT,3366,52,13.0,0,,0,0,52,,,,,,,,,,
FIT,3370,24,8.0,0,,,6,18,,,,,,,,,,
FIT,4298,0,0.0,0,,,0,,,,,,,,,,,
FIT,4378,131,43.666666666666664,0,,,30,101,,,,,,,,,,
FIT,441,20,5.0,0,0,0,20,,,,,,,,,,,
FIT,4694,42,10.5,0,,0,0,42,,,,,,,,,,
FIT,4799,47,15.666666666666666,0,,0,,47,,,,,,,,,,
FIT,5047,109,21.8,0,0,0,28,81,,,,,,,,,,
FIT,5057,65,13.0,0,11,0,0,54,,,,,,,,,,
FIT,5242,222,44.4,0,84,0,28,110,,,,,,,,,,
FIT,5681,11,3.6666666666666665,0,,,0,11,,,,,,,,,,
FIT,5754,46,15.333333333333334,0,,,0,46,,,,,,,,,,
FIT,5783,51,25.5,0,,,,51,,,,,,,,,,
FIT,5960,84,28.0,0,,,30,54,,,,,,,,,,
FIT,6111,77,25.666666666666668,0,,,23,54,,,,,,,,,,
FIT,6144,151,50.333333333333336,0,,,0,151,,,,,,,,,,
FIT,6315,127,42.333333333333336,0,,,29,98,,,,,,,,,,
FIT,6321,173,43.25,0,,0,39,134,,,,,,,,,,
FIT,653,9,2.25,0,0,,0,9,,,,,,,,,,
FIT,6547,22,7.333333333333333,0,,,0,22,,,,,,,,,,
FIT,6646,100,33.333333333333336,0,,,39,61,,,,,,,,,,
FIT,6655,66,16.5,0,,0,23,43,,,,,,,,,,
FIT,6664,21,7.0,0,,,13,8,,,,,,,,,,
FIT,6733,36,12.0,0,,,12,24,,,,,,,,,,
FIT,6751,52,13.0,0,,0,28,24,,,,,,,,,,
FIT,6754,8,4.0,0,,,,8,,,,,,,,,,
FIT,6830,60,12.0,0,17,0,16,27,,,,,,,,,,
FIT,6935,38,9.5,0,,0,0,38,,,,,,,,,,
FIT,7063,22,5.5,0,,0,0,22,,,,,,,,,,
FIT,7120,34,8.5,0,,0,13,21,,,,,,,,,,
FIT,7264,25,6.25,0,,0,0,25,,,,,,,,,,
FIT,7319,102,25.5,0,40,,39,23,,,,,,,,,,
FIT,7440,36,7.2,0,0,0,5,31,,,,,,,,,,
FIT,7494,191,63.666666666666664,0,,,49,142,,,,,,,,,,
FIT,7511,55,18.333333333333332,0,,,5,50,,,,,,,,,,
FIT,7533,33,11.0,0,,,5,28,,,,,,,,,,
FIT,7573,25,8.333333333333334,0,,,5,20,,,,,,,,,,
FIT,7649,65,21.666666666666668,0,,,5,60,,,,,,,,,,
FIT,7704,42,10.5,0,,0,14,28,,,,,,,,,,
FIT,7708,125,31.25,0,,0,25,100,,,,,,,,,,
FIT,7749,30,10.0,0,,,16,14,,,,,,,,,,
FIT,7837,43,14.333333333333334,0,,,15,28,,,,,,,,,,
FIT,7872,122,30.5,0,,0,30,92,,,,,,,,,,
FIT,8053,37,12.333333333333334,0,,5,32,,,,,,,,,,,
FIT,8055,237,59.25,0,162,5,70,,,,,,,,,,,
FIT,8098,14,7.0,0,,,14,,,,,,,,,,,
FIT,8123,10,5.0,0,,,10,,,,,,,,,,,
FIT,8148,10,5.0,0,,,10,,,,,,,,,,,
FIT,8150,86,21.5,0,41,5,40,,,,,,,,,,,
FIT,8210,99,24.75,0,38,5,56,,,,,,,,,,,
FIT,8216,10,5.0,0,,,10,,,,,,,,,,,
FIT,8274,49,16.333333333333332,0,33,,16,,,,,,,,,,,
FIT,8295,10,5.0,0,,,10,,,,,,,,,,,
FIT,8353,10,5.0,0,,,10,,,,,,,,,,,
FIT,8371,0,0.0,0,,,,,,,,,,,,,,
FIT,8388,15,5.0,0,,5,10,,,,,,,,,,,
FIT,8389,10,5.0,0,,,10,,,,,,,,,,,
FIT,8405,42,10.5,0,27,5,10,,,,,,,,,,,
FIT,8414,42,21.0,0,,,42,,,,,,,,,,,
FIT,8415,10,5.0,0,,,10,,,,,,,,,,,
FMA,5895,1460,182.5,334,350,0,64,138,139,195,240,,,,,,,
FMA,3314,1622,135.16666666666666,334,131,0,53,117,214,106,247,98,127,109,86,,,
FMA,2539,1279,106.58333333333333,311,316,0,31,159,97,103,33,16,109,74,30,,,
FMA,1923,1694,141.16666666666666,305,270,0,10,227,195,179,141,144,99,65,59,,,
FMA,3142,1070,89.16666666666667,250,239,0,0,29,104,123,44,109,86,22,64,,,
FMA,1403,1371,124.63636363636364,247,184,0,28,195,86,102,167,276.0,125,105,132,,,
FMA,1391,1212,101.0,244,171,0,0,98,199,102,183,28,37,75,75,,,
FMA,316,1111,101.0,242,212,0,0,46,154,89,23,292.0,139,148,58,,,
FMA,1676,1637,148.8181818181818,239,191,0,10,208,194,178,171,242.0,139,151,156,,,
FMA,341,1805,150.41666666666666,237,282,0,37,60,85,132,310,57,253,135,217,,,
FMA,11,1630,135.83333333333334,222,156,0,0,208,72,166,142,170,235,162,97,,,
FMA,1807,1226,102.16666666666667,216,221,0,51,274,83,257,31,22,12,42,17,,,
FMA,25,1731,144.25,205,119,0,0,109,309,177,268,128,190,62,164,,,
FMA,484,921,83.72727272727273,199,91,,24,46,47,38,107,81,168,47,73,,,
FMA,103,1287,107.25,199,150,0,31,173,125,219,45,57,54,133,101,,,
FMA,1218,1627,147.9090909090909,196,178,0,38,132,243,92,208,251.0,249,100,191,,,
FMA,4342,1154,96.16666666666667,178,211,0,0,156,173,145,98,15,19,68,91,,,
FMA,834,1211,100.91666666666667,173,149,0,0,182,145,191,132,85,39,29,86,,,
FMA,9015,169,169.0,169,,,,,,,,,,,,,,
FMA,2590,2211,201.0,169,356,0,0,171,355,283,214,222.0,326,199,138,,,
FMA,4373,644,53.666666666666664,166,117,0,0,21,41,20,26,130,70,9,44,,,
FMA,7045,290,48.333333333333336,152,87,0,0,18,33,,,,,,,,,
FMA,2495,682,56.833333333333336,149,103,0,24,29,98,20,10,42,132,59,16,,,
FMA,321,669,55.75,143,46,0,0,52,102,18,128,129,15,10,26,,,
FMA,1640,1655,150.45454545454547,141,230,0,46,227,274,153,189,302.0,170,124,101,,,
FMA,293,913,76.08333333333333,136,67,0,10,38,75,116,35,123,160,130,23,,,
FMA,222,1585,132.08333333333334,133,134,0,0,228,139,189,122,119,225,137,159,,,
FMA,203,761,69.18181818181819,131,90,0,0,61,96,152,45,227.0,110,42,34,,,
FMA,1812,128,128.0,128,,,,,,,,,,,,,,
FMA,6897,231,38.5,126,32,0,0,28,45,,,,,,,,,
FMA,1712,1112,92.66666666666667,123,48,0,10,133,233,90,178,104,114,37,42,,,
FMA,75,1219,101.58333333333333,122,135,0,0,95,113,201,100,155,164,75,59,,,
FMA,193,1082,98.36363636363636,122,47,0,0,50,32,174,149,186,210,112,,,,
FMA,708,1282,106.83333333333333,121,153,0,30,143,162,173,202,114,74,36,74,,,
FMA,9027,120,120.0,120,,,,,,,,,,,,,,
FMA,9094,113,113.0,113,,,,,,,,,,,,,,
FMA,4573,580,52.72727272727273,102,32,0,0,83,31,42,129,37,97,27,,,,
FMA,4285,558,50.72727272727273,101,56,0,0,86,20,111,15,128.0,39,99,31,,,
FMA,102,788,65.66666666666667,99,97,0,0,119,90,102,114,35,69,39,24,,,
FMA,2577,617,51.416666666666664,95,96,0,0,187,38,23,14,13,93,29,29,,,
FMA,4361,570,47.5,95,48,0,0,35,103,32,33,44,91,60,29,,,
FMA,1089,1340,111.66666666666667,95,204,0,41,52,146,43,191,151,236,93,88,,,
FMA,433,828,69.0,94,98,0,10,137,94,87,41,94,66,60,47,,,
FMA,2720,138,69.0,93,45,,,,,,,,,,,,,
FMA,9116,92,92.0,92,,,,,,,,,,,,,,
FMA,56,1567,130.58333333333334,91,125,0,0,217,218,108,191,180,190,121,126,,,
FMA,2607,1210,110.0,90,145,0,59,222,132,182,127,272.0,82,103,68,,,
FMA,6921,208,34.666666666666664,90,40,0,0,45,33,,,,,,,,,
FMA,555,480,40.0,89,42,0,0,50,29,93,27,15,42,42,51,,,
FMA,223,868,72.33333333333333,89,92,0,0,88,121,90,83,77,121,54,53,,,
FMA,8117,142,35.5,89,38,5,10,,,,,,,,,,,
FMA,2722,98,49.0,84,14,,,,,,,,,,,,,
